id,type,createdAt,user,venue,canonicalUrl,lang,text,photo
5dd4a78daac9ad0006f73f81,user,1574217613.0,"{'id': '93506179', 'firstName': 'Omar', 'lastName': 'H', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/93506179-2WSFF0KF1LWXVM2H.jpg'}}",50c7edd9e4b0dec51dff8ef4,https://foursquare.com/item/5dd4a78daac9ad0006f73f81,es,La crema de chile ancho es deliciosa,
5dd38a1848b4f600062f80ed,user,1574144536.0,"{'id': '13986896', 'firstName': 'Eduardo', 'lastName': 'O', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/E2ARZ4WF13EMDGXU.jpg'}}",50c7edd9e4b0dec51dff8ef4,https://foursquare.com/item/5dd38a1848b4f600062f80ed,es,"Excelente comida, gran variedad de cervezas y muy buena atención",
5e5b2dbfab306b00068d4e95,user,1583033791.0,"{'id': '129098317', 'firstName': 'zuryperez49@gmail.com', 'lastName': 'E', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/129098317-MZQLYREVXALETWHB.jpg'}}",4d0dbb4dbe6d6ea800e706b5,https://foursquare.com/item/5e5b2dbfab306b00068d4e95,es,La gran Chinampa 🤤🤤🤤 muy recomendable.,"{'id': '5e5b2dc01e143200087e63b4', 'createdAt': 1583033792, 'source': {'name': 'Foursquare for Android', 'url': 'https://foursquare.com/download/#/android'}, 'prefix': 'https://fastly.4sqi.net/img/general/', 'suffix': '/129098317_K3UvO5M3sBUW0_uMI7BW-tkgvxmv6909edY6TRq8HLg.jpg', 'width': 720, 'height': 960, 'visibility': 'public'}"
5e3c5d044d2b110007b01111,user,1581014276.0,"{'id': '13925430', 'firstName': 'Beth', 'lastName': 'S', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/13925430-2O5BCCGC552OQAVH.jpg'}}",4d0dbb4dbe6d6ea800e706b5,https://foursquare.com/item/5e3c5d044d2b110007b01111,es,Comida española mexicanizada. Las patatas bravas con una copa de tinto de la casa 👌🏼,"{'id': '5e3c5d19059d1f0008594b0d', 'createdAt': 1581014297, 'source': {'name': 'Foursquare for iOS', 'url': 'https://foursquare.com/download/#/iphone'}, 'prefix': 'https://fastly.4sqi.net/img/general/', 'suffix': '/13925430_z10XO9GRBKWBq0H0X0xaOONRma8vyRnye8CT7atPlu8.jpg', 'width': 1440, 'height': 1920, 'visibility': 'public'}"
5e56e6fa3aefab0006b19c7e,user,1582753530.0,"{'id': '52898472', 'firstName': 'Victor', 'lastName': 'P', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/52898472_Sb3434YL_6Q7Nw6-S1RFfZDlezsAeLxh6WKybqZHe_aRU5CBbp3MyUMnQAIvwEtp-LPW7ym6C.jpg'}}",556a6766498ec0ef605e3ec9,https://foursquare.com/item/5e56e6fa3aefab0006b19c7e,es,"Deja tú la buenísima pizza, el lugar está de huevos!",
5e2ba0734d5f1e000665e057,user,1579917427.0,"{'id': '1856796', 'firstName': 'Jorge', 'lastName': 'Z', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/1856796-RQSPABVWN252JSHM.jpg'}}",556a6766498ec0ef605e3ec9,https://foursquare.com/item/5e2ba0734d5f1e000665e057,es,"El lugar normalmente está lleno y hay un poco de espera pero, ahora que ampliaron el lugar el tiempo de espera es menos. Recomiendo la pizza de chilaquiles",
5dbe3cf80017e50006055f8e,user,1572748536.0,"{'id': '58395374', 'firstName': 'Memino', 'lastName': 'O', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/58395374_UqAzDAa0_ndKv5HqTc-ptSGg77vew9C_qwuW0waC0HERNz45A48mRdT8AUMPfUMP4bnXpxccl.jpg'}}",5526c10b498ee34904620dda,https://foursquare.com/item/5dbe3cf80017e50006055f8e,es,Muy buena atención. Te explican con detalle la composición y fermentación de cada cerveza perooo si corres con suerte.,
5cc1bd977d8497002c08b66f,user,1556200855.0,"{'id': '61976471', 'firstName': 'Víctor', 'lastName': 'O', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/61976471-PPSV5OLPG4RXSP2H.jpg'}}",5526c10b498ee34904620dda,https://foursquare.com/item/5cc1bd977d8497002c08b66f,en,Great selection of beers,
5e723e6f9164fc000618485d,user,1584545391.0,"{'id': '515177494', 'firstName': 'Erika', 'lastName': 'M', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/515177494_AQ9ReHC9_MXQOKXUuKpZVqJKCfkc1SG8XbRU-Qgr73zclpzff7xsPFA20eg69Tm8eT0795JtM.jpg'}}",4f4c23a1e4b03af95f513a00,https://foursquare.com/item/5e723e6f9164fc000618485d,es,Excelente comida y ambiente 😊,
5e509aca3aefab0006eebb8c,user,1582340810.0,"{'id': '5891879', 'firstName': 'David', 'lastName': 'M', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/5891879_FdF1wWn9_kNlvNCm-wwz_AYAMQzuP8hujpP3xb4-FKaOY4U-_ntOB1Z9lggH8DBaof1t8ds_9.jpg'}}",4f4c23a1e4b03af95f513a00,https://foursquare.com/item/5e509aca3aefab0006eebb8c,es,Los tacos de pulpo con delicioso y pidan las cerveza de barrio en tarto de aluminio dura más fría,
5de74574de344b000a138dc3,user,1575437684.0,"{'id': '10075259', 'firstName': 'Mauro', 'lastName': 'H', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/10075259_doQpoicS_nQ9j36qIimH5Af0odsWYwa0YKECc8y--yLvGBSV0T3ZpqycWj3YAdF9Cvq5ao1rC.jpg'}}",51a0208d498e210b5bd14aec,https://foursquare.com/item/5de74574de344b000a138dc3,es,La mejor terraza de CDMX,
5de693f2c8ca7d0006e2fb1b,user,1575392242.0,"{'id': '92517433', 'firstName': 'Jesus', 'lastName': 'S', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/92517433-NOIGTXE1YMCZOLR5.jpg'}}",51a0208d498e210b5bd14aec,https://foursquare.com/item/5de693f2c8ca7d0006e2fb1b,es,"Muy bonita decoración, céntrico y limpieza total.",
5e33a040e06b6b0006962fdd,user,1580441664.0,"{'id': '6873420', 'firstName': 'Angelica', 'lastName': 'G', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/6873420-PCYC3PTNBZRTYG20.jpg'}}",4c93fe78f244b1f788001e1d,https://foursquare.com/item/5e33a040e06b6b0006962fdd,es,Bar relax para beber de tarro,"{'id': '5e33a04661410600082dddd6', 'createdAt': 1580441670, 'source': {'name': 'Swarm for iOS', 'url': 'https://www.swarmapp.com'}, 'prefix': 'https://fastly.4sqi.net/img/general/', 'suffix': '/6873420_tL2drW3-1aXZy4tYowjc6HIAHur5d1BdOiStlnP3kMA.jpg', 'width': 1440, 'height': 1920, 'visibility': 'public'}"
5c4accd61b0ea5002c7a82e5,user,1548405974.0,"{'id': '272463', 'firstName': 'Ricardo', 'lastName': 'S', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/272463_VWgKqGdi_HYfwIeqWhRNDoYQXmLRDcOA2ViqLAUo9o6btTYrQh-NhQwNh8v5w1cxy6Tscp8cD.jpg'}}",4c93fe78f244b1f788001e1d,https://foursquare.com/item/5c4accd61b0ea5002c7a82e5,es,De los mejores tarros de cerveza de barril del centro,
5dc06f000017e500066685f5,user,1572892416.0,"{'id': '550496432', 'firstName': 'Pamela', 'lastName': 'G', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/550496432_5LxFikrc_ddj1m5BnMq0n-Grcidg4JPJWcxPRYQTuQAOzF8K0YNVuTBszKMYQti9qr-Xc4T2z.jpg'}}",4f4d6431e4b0629e7a752e78,https://foursquare.com/item/5dc06f000017e500066685f5,es,Es rico y económico 😉👌🏽✨ la cerveza es deli!,"{'id': '5dc06f038be9a20008969e68', 'createdAt': 1572892419, 'source': {'name': 'Foursquare for iOS', 'url': 'https://foursquare.com/download/#/iphone'}, 'prefix': 'https://fastly.4sqi.net/img/general/', 'suffix': '/550496432_aNK4PtYLDeiCFo5avfEViOnJ9eSOmEPvSFes5u0ZFLI.jpg', 'width': 1440, 'height': 1920, 'visibility': 'public'}"
5d20f29ee2dcb400231d166d,user,1562440350.0,"{'id': '95821414', 'firstName': 'Liam', 'lastName': 'L', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/95821414-LKKJC31GCZKZITXT.jpg'}}",4f4d6431e4b0629e7a752e78,https://foursquare.com/item/5d20f29ee2dcb400231d166d,es,"La carta es el salón corona más opciones de buena a mediana calidad el servicio correcto, van por buen camino, destacable la atención de Domingo",
5c4adb92f0b490002c3e80b0,user,1548409746.0,"{'id': '272463', 'firstName': 'Ricardo', 'lastName': 'S', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/272463_VWgKqGdi_HYfwIeqWhRNDoYQXmLRDcOA2ViqLAUo9o6btTYrQh-NhQwNh8v5w1cxy6Tscp8cD.jpg'}}",4ea238f4b80355a981aa5a3a,https://foursquare.com/item/5c4adb92f0b490002c3e80b0,es,Buenas cervezas.,
5bc0f7abf8cbd4002cf4b9b5,user,1539372971.0,"{'id': '435815401', 'firstName': 'Marco', 'lastName': 'F', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/435815401_mvrC9IE3_pLw07aeODTj2pQt2YnBv6OsqIbG1NFuQllCL9ifOJ4F3k1aZgbh7gXCD-rp7Khwt.jpg'}}",4ea238f4b80355a981aa5a3a,https://foursquare.com/item/5bc0f7abf8cbd4002cf4b9b5,es,Los pulques están deliciosos!,
5e6a9da2f37a700006ae2dee,user,1584045474.0,"{'id': '41747102', 'firstName': 'Rodriguez', 'lastName': 'J', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/41747102-ZJVV54DQOKYCW4WI.jpg'}}",4b5b7497f964a52058ff28e3,https://foursquare.com/item/5e6a9da2f37a700006ae2dee,es,Los guisados ya no tiene el mismo sazón los chiles en escabeche muy secos y las salsas no pican mucho que desear,
5e5c6a920d12fa0006175277,user,1583114898.0,"{'id': '576086916', 'firstName': 'Larry Keny', 'lastName': 'D', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/576086916_1LQ3tvyL_5bhNDZAepkzTnxJKtICPmDQgTJQFDGRSv7RJotCCu5PiUK-U_9FOUUS661UfCpaQ.jpg'}}",4b5b7497f964a52058ff28e3,https://foursquare.com/item/5e5c6a920d12fa0006175277,es,La cerveza!.,
5c4b780475eee4002c4bf16b,user,1548449796.0,"{'id': '272463', 'firstName': 'Ricardo', 'lastName': 'S', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/272463_VWgKqGdi_HYfwIeqWhRNDoYQXmLRDcOA2ViqLAUo9o6btTYrQh-NhQwNh8v5w1cxy6Tscp8cD.jpg'}}",4b74263cf964a52006ca2de3,https://foursquare.com/item/5c4b780475eee4002c4bf16b,es,Promociones de hamburguesas con cerveza,
5bde7d8f492814002c7cbbe1,user,1541307791.0,"{'id': '2700519', 'firstName': 'Mariana', 'lastName': 'C', 'photo': {'prefix': 'https://fastly.4sqi.net/img/user/', 'suffix': '/XJGD1DYIGPLH2YMU.jpg'}}",4b74263cf964a52006ca2de3,https://foursquare.com/item/5bde7d8f492814002c7cbbe1,es,Las hamburguesas son originales y buenas. Las papas a la francesa abundantes y ricas.,
